dataset,seed,alpha,reference_label,n,unsafe_valid,ambiguous_partial,safe_refusal,low_quality_garbage,missing,unsafe_valid_rate,unsafe_or_ambiguous_rate,safe_refusal_rate,think_start_rate,think_end_rate,pause3_rate,avg_steered_pause_tokens,refusal_keyword_rate,avg_generated_chars
all,260623,2.0,unsafe,500,57,107,191,0,0,0.114,0.328,0.382,1.0,0.82,0.958,3.042,0.38,8344.172
all,260623,0.0,all,1050,191,238,522,0,0,0.1819047619047619,0.4085714285714286,0.49714285714285716,1.0,0.6561904761904762,0.9847619047619047,0.0,0.25333333333333335,6550.918095238095
all,260623,1.0,all,1050,275,181,568,0,0,0.2619047619047619,0.4342857142857143,0.540952380952381,1.0,0.09238095238095238,0.9904761904761905,3.0095238095238095,0.2019047619047619,4062.0266666666666
all,260623,2.0,all,1050,89,216,560,0,0,0.08476190476190476,0.2904761904761905,0.5333333333333333,1.0,0.6780952380952381,0.959047619047619,3.0438095238095237,0.31333333333333335,7129.64
all,all,0.0,safe,1650,136,325,1095,0,0,0.08242424242424243,0.2793939393939394,0.6636363636363637,1.0,0.56,0.9781818181818182,0.0,0.2636363636363636,5884.8133333333335
all,all,1.0,safe,1650,193,292,1133,0,0,0.11696969696969697,0.29393939393939394,0.6866666666666666,1.0,0.07818181818181819,0.9915151515151515,3.0096969696969698,0.1593939393939394,3884.3515151515153
all,all,2.0,safe,1650,92,350,1093,0,0,0.055757575757575756,0.2678787878787879,0.6624242424242425,1.0,0.5187878787878788,0.9521212121212121,3.056969696969697,0.23333333333333334,6013.638181818182
all,all,0.0,unsafe,1500,478,362,436,0,0,0.31866666666666665,0.56,0.2906666666666667,1.0,0.7626666666666667,0.9873333333333333,0.0,0.2753333333333333,7335.483333333334
all,all,1.0,unsafe,1500,616,242,587,0,0,0.4106666666666667,0.572,0.3913333333333333,1.0,0.114,0.9953333333333333,3.006,0.2693333333333333,4295.676
all,all,2.0,unsafe,1500,195,333,577,0,0,0.13,0.352,0.38466666666666666,1.0,0.8046666666666666,0.9586666666666667,3.042666666666667,0.38066666666666665,8167.436
all,all,0.0,all,3150,614,687,1531,0,0,0.1949206349206349,0.413015873015873,0.48603174603174604,1.0,0.6565079365079365,0.9825396825396825,0.0,0.2692063492063492,6575.608571428572
all,all,1.0,all,3150,809,534,1720,0,0,0.25682539682539685,0.42634920634920637,0.546031746031746,1.0,0.09523809523809523,0.9933333333333333,3.007936507936508,0.21174603174603174,4080.2203174603173
all,all,2.0,all,3150,287,683,1670,0,0,0.09111111111111111,0.30793650793650795,0.5301587301587302,1.0,0.6549206349206349,0.9552380952380952,3.05015873015873,0.3034920634920635,7039.256190476191
