source	k	split	bin_high	bin_low	count	label
harmbench_standard	32	val	3.6000000000000005	3.2	0	0
harmbench_standard	32	val	4.0	3.6000000000000005	0	0
harmbench_standard	32	val	-3.6	-4.0	0	1
harmbench_standard	32	val	-3.2	-3.6	0	1
harmbench_standard	32	val	-2.8	-3.2	0	1
harmbench_standard	32	val	-2.4	-2.8	0	1
harmbench_standard	32	val	-2.0	-2.4	0	1
harmbench_standard	32	val	-1.5999999999999996	-2.0	0	1
harmbench_standard	32	val	-1.1999999999999997	-1.5999999999999996	3	1
harmbench_standard	32	val	-0.7999999999999998	-1.1999999999999997	5	1
harmbench_standard	32	val	-0.3999999999999999	-0.7999999999999998	12	1
harmbench_standard	32	val	0.0	-0.3999999999999999	22	1
harmbench_standard	32	val	0.40000000000000036	0.0	19	1
harmbench_standard	32	val	0.8000000000000007	0.40000000000000036	21	1
harmbench_standard	32	val	1.2000000000000002	0.8000000000000007	18	1
harmbench_standard	32	val	1.6000000000000005	1.2000000000000002	19	1
harmbench_standard	32	val	2.0	1.6000000000000005	12	1
harmbench_standard	32	val	2.4000000000000004	2.0	1	1
harmbench_standard	32	val	2.8000000000000007	2.4000000000000004	0	1
harmbench_standard	32	val	3.2	2.8000000000000007	0	1
harmbench_standard	32	val	3.6000000000000005	3.2	0	1
harmbench_standard	32	val	4.0	3.6000000000000005	0	1
harmbench_standard	32	test	-3.6	-4.0	0	0
harmbench_standard	32	test	-3.2	-3.6	0	0
harmbench_standard	32	test	-2.8	-3.2	0	0
harmbench_standard	32	test	-2.4	-2.8	0	0
harmbench_standard	32	test	-2.0	-2.4	0	0
harmbench_standard	32	test	-1.5999999999999996	-2.0	16	0
harmbench_standard	32	test	-1.1999999999999997	-1.5999999999999996	20	0
harmbench_standard	32	test	-0.7999999999999998	-1.1999999999999997	15	0
harmbench_standard	32	test	-0.3999999999999999	-0.7999999999999998	21	0
harmbench_standard	32	test	0.0	-0.3999999999999999	22	0
harmbench_standard	32	test	0.40000000000000036	0.0	21	0
harmbench_standard	32	test	0.8000000000000007	0.40000000000000036	10	0
harmbench_standard	32	test	1.2000000000000002	0.8000000000000007	16	0
harmbench_standard	32	test	1.6000000000000005	1.2000000000000002	7	0
harmbench_standard	32	test	2.0	1.6000000000000005	4	0
harmbench_standard	32	test	2.4000000000000004	2.0	0	0
harmbench_standard	32	test	2.8000000000000007	2.4000000000000004	0	0
harmbench_standard	32	test	3.2	2.8000000000000007	0	0
harmbench_standard	32	test	3.6000000000000005	3.2	0	0
harmbench_standard	32	test	4.0	3.6000000000000005	0	0
harmbench_standard	32	test	-3.6	-4.0	0	1
harmbench_standard	32	test	-3.2	-3.6	0	1
harmbench_standard	32	test	-2.8	-3.2	0	1
harmbench_standard	32	test	-2.4	-2.8	0	1
harmbench_standard	32	test	-2.0	-2.4	0	1
harmbench_standard	32	test	-1.5999999999999996	-2.0	2	1
harmbench_standard	32	test	-1.1999999999999997	-1.5999999999999996	1	1
harmbench_standard	32	test	-0.7999999999999998	-1.1999999999999997	5	1
harmbench_standard	32	test	-0.3999999999999999	-0.7999999999999998	15	1
harmbench_standard	32	test	0.0	-0.3999999999999999	18	1
harmbench_standard	32	test	0.40000000000000036	0.0	14	1
harmbench_standard	32	test	0.8000000000000007	0.40000000000000036	28	1
harmbench_standard	32	test	1.2000000000000002	0.8000000000000007	28	1
harmbench_standard	32	test	1.6000000000000005	1.2000000000000002	26	1
harmbench_standard	32	test	2.0	1.6000000000000005	14	1
harmbench_standard	32	test	2.4000000000000004	2.0	1	1
harmbench_standard	32	test	2.8000000000000007	2.4000000000000004	0	1
harmbench_standard	32	test	3.2	2.8000000000000007	0	1
harmbench_standard	32	test	3.6000000000000005	3.2	0	1
harmbench_standard	32	test	4.0	3.6000000000000005	0	1
harmbench_standard	64	val	-3.6	-4.0	0	0
harmbench_standard	64	val	-3.2	-3.6	0	0
harmbench_standard	64	val	-2.8	-3.2	0	0
harmbench_standard	64	val	-2.4	-2.8	0	0
harmbench_standard	64	val	-2.0	-2.4	0	0
harmbench_standard	64	val	-1.5999999999999996	-2.0	12	0
harmbench_standard	64	val	-1.1999999999999997	-1.5999999999999996	16	0
harmbench_standard	64	val	-0.7999999999999998	-1.1999999999999997	24	0
harmbench_standard	64	val	-0.3999999999999999	-0.7999999999999998	20	0
harmbench_standard	64	val	0.0	-0.3999999999999999	18	0
harmbench_standard	64	val	0.40000000000000036	0.0	18	0
harmbench_standard	64	val	0.8000000000000007	0.40000000000000036	9	0
harmbench_standard	64	val	1.2000000000000002	0.8000000000000007	8	0
harmbench_standard	64	val	1.6000000000000005	1.2000000000000002	5	0
harmbench_standard	64	val	2.0	1.6000000000000005	2	0
harmbench_standard	64	val	2.4000000000000004	2.0	0	0
harmbench_standard	64	val	2.8000000000000007	2.4000000000000004	0	0
harmbench_standard	64	val	3.2	2.8000000000000007	0	0
harmbench_standard	64	val	3.6000000000000005	3.2	0	0
harmbench_standard	64	val	4.0	3.6000000000000005	0	0
harmbench_standard	64	val	-3.6	-4.0	0	1
harmbench_standard	64	val	-3.2	-3.6	0	1
harmbench_standard	64	val	-2.8	-3.2	0	1
harmbench_standard	64	val	-2.4	-2.8	0	1
harmbench_standard	64	val	-2.0	-2.4	0	1
harmbench_standard	64	val	-1.5999999999999996	-2.0	2	1
harmbench_standard	64	val	-1.1999999999999997	-1.5999999999999996	8	1
harmbench_standard	64	val	-0.7999999999999998	-1.1999999999999997	9	1
harmbench_standard	64	val	-0.3999999999999999	-0.7999999999999998	8	1
harmbench_standard	64	val	0.0	-0.3999999999999999	11	1
harmbench_standard	64	val	0.40000000000000036	0.0	21	1
harmbench_standard	64	val	0.8000000000000007	0.40000000000000036	20	1
harmbench_standard	64	val	1.2000000000000002	0.8000000000000007	24	1
harmbench_standard	64	val	1.6000000000000005	1.2000000000000002	19	1
harmbench_standard	64	val	2.0	1.6000000000000005	10	1
harmbench_standard	64	val	2.4000000000000004	2.0	0	1
harmbench_standard	64	val	2.8000000000000007	2.4000000000000004	0	1
harmbench_standard	64	val	3.2	2.8000000000000007	0	1
harmbench_standard	64	val	3.6000000000000005	3.2	0	1
harmbench_standard	64	val	4.0	3.6000000000000005	0	1
harmbench_standard	64	test	-3.6	-4.0	0	0
harmbench_standard	64	test	-3.2	-3.6	0	0
harmbench_standard	64	test	-2.8	-3.2	0	0
harmbench_standard	64	test	-2.4	-2.8	0	0
harmbench_standard	64	test	-2.0	-2.4	0	0
harmbench_standard	64	test	-1.5999999999999996	-2.0	9	0
harmbench_standard	64	test	-1.1999999999999997	-1.5999999999999996	29	0
harmbench_standard	64	test	-0.7999999999999998	-1.1999999999999997	15	0
harmbench_standard	64	test	-0.3999999999999999	-0.7999999999999998	17	0
harmbench_standard	64	test	0.0	-0.3999999999999999	18	0
harmbench_standard	64	test	0.40000000000000036	0.0	23	0
harmbench_standard	64	test	0.8000000000000007	0.40000000000000036	13	0
harmbench_standard	64	test	1.2000000000000002	0.8000000000000007	17	0
harmbench_standard	64	test	1.6000000000000005	1.2000000000000002	8	0
harmbench_standard	64	test	2.0	1.6000000000000005	3	0
harmbench_standard	64	test	2.4000000000000004	2.0	0	0
harmbench_standard	64	test	2.8000000000000007	2.4000000000000004	0	0
harmbench_standard	64	test	3.2	2.8000000000000007	0	0
harmbench_standard	64	test	3.6000000000000005	3.2	0	0
harmbench_standard	64	test	4.0	3.6000000000000005	0	0
harmbench_standard	64	test	-3.6	-4.0	0	1
harmbench_standard	64	test	-3.2	-3.6	0	1
harmbench_standard	64	test	-2.8	-3.2	0	1
harmbench_standard	64	test	-2.4	-2.8	0	1
harmbench_standard	64	test	-2.0	-2.4	0	1
harmbench_standard	64	test	-1.5999999999999996	-2.0	0	1
harmbench_standard	64	test	-1.1999999999999997	-1.5999999999999996	5	1
harmbench_standard	64	test	-0.7999999999999998	-1.1999999999999997	10	1
harmbench_standard	64	test	-0.3999999999999999	-0.7999999999999998	14	1
harmbench_standard	64	test	0.0	-0.3999999999999999	14	1
harmbench_standard	64	test	0.40000000000000036	0.0	17	1
harmbench_standard	64	test	0.8000000000000007	0.40000000000000036	25	1
harmbench_standard	64	test	1.2000000000000002	0.8000000000000007	27	1
harmbench_standard	64	test	1.6000000000000005	1.2000000000000002	29	1
harmbench_standard	64	test	2.0	1.6000000000000005	11	1
harmbench_standard	64	test	2.4000000000000004	2.0	0	1
harmbench_standard	64	test	2.8000000000000007	2.4000000000000004	0	1
harmbench_standard	64	test	3.2	2.8000000000000007	0	1
harmbench_standard	64	test	3.6000000000000005	3.2	0	1
harmbench_standard	64	test	4.0	3.6000000000000005	0	1
wildjailbreak_vanilla_harmful	4	val	-3.6	-4.0	0	0
wildjailbreak_vanilla_harmful	4	val	-3.2	-3.6	0	0
wildjailbreak_vanilla_harmful	4	val	-2.8	-3.2	0	0
wildjailbreak_vanilla_harmful	4	val	-2.4	-2.8	0	0
wildjailbreak_vanilla_harmful	4	val	-2.0	-2.4	0	0
wildjailbreak_vanilla_harmful	4	val	-1.5999999999999996	-2.0	0	0
wildjailbreak_vanilla_harmful	4	val	-1.1999999999999997	-1.5999999999999996	21	0
wildjailbreak_vanilla_harmful	4	val	-0.7999999999999998	-1.1999999999999997	11	0
wildjailbreak_vanilla_harmful	4	val	-0.3999999999999999	-0.7999999999999998	4	0
wildjailbreak_vanilla_harmful	4	val	0.0	-0.3999999999999999	1	0
wildjailbreak_vanilla_harmful	4	val	0.40000000000000036	0.0	6	0
wildjailbreak_vanilla_harmful	4	val	0.8000000000000007	0.40000000000000036	5	0
wildjailbreak_vanilla_harmful	4	val	1.2000000000000002	0.8000000000000007	10	0
wildjailbreak_vanilla_harmful	4	val	1.6000000000000005	1.2000000000000002	3	0
wildjailbreak_vanilla_harmful	4	val	2.0	1.6000000000000005	1	0
wildjailbreak_vanilla_harmful	4	val	2.4000000000000004	2.0	0	0
wildjailbreak_vanilla_harmful	4	val	2.8000000000000007	2.4000000000000004	0	0
wildjailbreak_vanilla_harmful	4	val	3.2	2.8000000000000007	0	0
wildjailbreak_vanilla_harmful	4	val	3.6000000000000005	3.2	0	0
wildjailbreak_vanilla_harmful	4	val	4.0	3.6000000000000005	0	0
wildjailbreak_vanilla_harmful	4	val	-3.6	-4.0	0	1
